dataset,eps,intra_ratio,inter_ratio,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel,syn_edges
Chamelon,1.5,0.3,0.5,0.22847881745527907,0.7727272727272727,0.002901293159185132,1.4995316349820909,0.3636363636363636,0.16087355001843875,0.2185146928176772,20105.0
Chamelon,1.5,0.3,0.6,0.23096314406793067,0.8181818181818181,0.004511856816769791,1.5919582855190726,0.2727272727272727,0.1373100515963967,0.23836361689118313,21060.4
Chamelon,1.5,0.3,0.7,0.23287574103139752,0.7,0.006136755263283817,1.5907447239096804,0.23636363636363633,0.1360222551346712,0.23971329322693,21355.4
Chamelon,1.5,0.3,0.8,0.20229122388845028,0.8,0.006145460987755652,1.6990651977329716,0.309090909090909,0.11234846959134034,0.3347976345075864,20574.4
Chamelon,1.5,0.3,0.9,0.24135887340129925,0.8,0.00527546504111417,1.565474354823182,0.07272727272727272,0.07179564608256811,0.22424603595499476,22014.4
Chamelon,1.5,0.3,1.0,0.2170694445948418,0.7909090909090909,0.005563444716959945,1.8657992097561493,0.2909090909090909,0.10033934840893696,0.2592814926892707,20857.2
Chamelon,1.5,0.4,0.1,0.23858118332212594,0.7818181818181819,0.002680000758112976,1.4075714738802778,0.3636363636363636,0.16549491510366549,0.20418300683841392,20462.0
Chamelon,1.5,0.4,0.2,0.24203717656308302,0.8181818181818181,0.0019114592296091998,1.4454078330491429,0.5999999999999999,0.2722944193813786,0.1314843679923488,19861.6
Chamelon,1.5,0.4,0.3,0.2318550442568072,0.8272727272727274,0.001900624491593169,1.6641243498622706,0.49090909090909085,0.18652278284843304,0.1886622050406506,20403.0
Chamelon,1.5,0.4,0.4,0.23058087879819755,0.8,0.0027628856917376217,1.5499986919552051,0.3818181818181817,0.21203746317742836,0.21941722796072716,20663.6
Chamelon,1.5,0.4,0.5,0.2324416876961073,0.8181818181818181,0.003343148198770118,1.4540853580364068,0.39999999999999997,0.1666090649235449,0.2205669880315909,21379.4
Chamelon,1.5,0.4,0.6,0.22665073448813366,0.8090909090909092,0.004196771791029241,1.6016841464743714,0.3454545454545454,0.1338432854068904,0.2278691234882094,21352.6
Chamelon,1.5,0.4,0.7,0.23067828516562283,0.8545454545454545,0.004728012889959586,1.632444194606986,0.32727272727272727,0.13683095690260988,0.27479504954091205,21794.6
Chamelon,1.5,0.4,0.8,0.20984317708200767,0.8272727272727274,0.004368899468940203,1.481216362060818,0.5454545454545454,0.1266468983538524,0.27285778473789035,20634.2
Chamelon,1.5,0.4,0.9,0.22383152613106297,0.8636363636363636,0.005754456543233119,1.3573585724388941,0.3454545454545454,0.06128695436946648,0.318035277862028,22280.8
